# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,單次工作階段頁數
001981,0.00
001982,0.00
001983,8.00
001984,1.33
001985,0.00
001986,0.00
001987,0.00
001988,0.00
001989,5.00
001990,1.00
001991,1.00
001992,1.00
001993,1.00
001994,1.00
001995,1.00
001996,1.00
001997,1.00
001998,0.00
001999,0.00
002000,1.00
002001,0.00
002002,9.00
002003,1.00
002004,0.00
002005,1.00
002006,0.00
002007,0.00
002008,1.00
002009,0.00
002010,7.00
002011,26.50
002012,1.00
002013,0.00
002014,1.00
002015,3.18
002016,2.00
002017,2.00
002018,0.00
002019,0.00
002020,0.00
002021,0.00
002022,0.00
002023,0.00
002024,1.00
002025,0.00
002026,1.00
002027,0.00
002028,0.00
002029,8.00
002030,0.00
002031,0.00
002032,1.00
002033,1.00
002034,0.00
002035,1.00
002036,2.00
002037,2.00
002038,2.25
002039,1.00
002040,2.33
002041,1.00
002042,1.00
002043,1.00
002044,0.00
002045,0.00
002046,0.00
002047,1.00
002048,0.00
002049,1.00
002050,1.00
002051,0.00
002052,1.00
002053,0.00
002054,2.33
002055,15.00
002056,3.00
002057,1.00
002058,1.00
002059,4.33
002060,1.00
002061,1.00
002062,6.00
002063,15.50
002064,0.00
002065,1.00
002066,1.00
002067,0.00
002068,0.00
002069,0.00
002070,0.00
002071,0.00
002072,0.00
002073,0.00
002074,0.00
002075,0.00
002076,1.33
002077,1.00
002078,2.00
002079,5.00
002080,1.00
002081,0.00
002082,3.50
002083,3.00
002084,1.00
002085,0.00
002086,1.00
002087,1.33
002088,0.00
002089,25.00
002090,0.00
002091,0.00
002092,0.00
002093,0.00
002094,0.00
002095,1.00
002096,0.00
002097,0.00
002098,0.00
002099,0.00
002100,0.00
002101,0.00
002102,5.00
002103,0.00
002104,0.00
002105,1.00
002106,0.00
002107,0.00
002108,0.00
002109,13.00
002110,1.00
002111,0.00
002112,7.50
002113,0.00
002114,0.00
002115,0.00
002116,0.00
002117,0.00
002118,0.00
002119,0.00
002120,0.00
002121,0.00
002122,0.00
002123,5.00
002124,0.00
002125,0.00
002126,1.00
002127,5.00
002128,0.00
002129,0.00
002130,0.00
002131,0.00
002132,0.00
002133,0.00
002134,0.00
002135,7.50
002136,0.00
002137,0.00
002138,0.00
002139,3.00
002140,0.00
002141,2.00
002142,0.00
002143,1.00
002144,0.00
002145,1.00
002146,15.00
002147,0.00
002148,1.00
002149,1.00
002150,1.00
002151,1.00
002152,1.33
002153,1.00
002154,1.00
002155,1.00
002156,0.00
002157,1.00
002158,0.00
002159,0.00
002160,10.50
002161,0.00
002162,0.00
002163,0.00
002164,0.00
002165,0.00
002166,0.00
002167,0.00
002168,1.00
002169,0.00
002170,0.00
002171,0.00
002172,0.00
002173,0.00
002174,6.50
002175,0.00
002176,0.00
002177,0.00
002178,0.00
002179,0.00
002180,1.00
002181,0.00
002182,1.00
002183,0.00
002184,0.00
002185,5.00
002186,0.00
002187,0.00
002188,0.00
002189,0.00
002190,0.00
002191,0.00
002192,4.00
002193,5.00
002194,3.00
002195,1.00
002196,0.00
002197,1.00
002198,0.00
002199,7.00
002200,4.00
002201,1.00
002202,0.00
002203,0.00
002204,0.00
002205,0.00
002206,4.25
002207,21.33
002208,0.00
002209,9.00
002210,1.00
002211,0.00
002212,0.00
002213,0.00
002214,1.00
002215,0.00
002216,0.00
002217,0.00
002218,1.00
002219,1.00
002220,0.00
002221,1.00
002222,0.00
002223,0.00
002224,0.00
002225,0.00
002226,11.00
002227,0.00
002228,0.00
002229,1.00
002230,0.00
002231,10.67
002232,7.40
002233,0.00
002234,1.00
002235,0.00
002236,0.00
002237,0.00
002238,0.00
002239,0.00
002240,3.00
002241,0.00
002242,0.00
002243,0.00
002244,0.00
002245,0.00
002246,1.00
002247,1.00
002248,0.00
002249,19.50
002250,0.00
002251,0.00
002252,0.00
002253,0.00
002254,0.00
002255,0.00
002256,1.00
002257,0.00
002258,0.00
002259,1.00
002260,0.00
002261,0.00
002262,0.00
002263,0.00
002264,1.00
002265,0.00
002266,0.00
002267,1.00
002268,4.00
002269,0.00
002270,1.00
002271,0.00
002272,0.00
002273,0.00
002274,2.00
002275,1.00
002276,1.50
002277,1.00
002278,0.00
002279,6.00
002280,1.00
002281,0.00
002282,0.00
002283,0.00
002284,0.00
002285,0.00
002286,1.00
002287,0.00
002288,0.00
002289,0.00
002290,0.00
002291,1.00
002292,1.00
002293,1.00
002294,0.00
002295,0.00
002296,0.00
002297,1.00
002298,10.00
002299,0.00
002300,0.00
002301,0.00
002302,1.00
002303,4.50
002304,0.00
002305,4.00
002306,0.00
002307,0.00
002308,0.00
002309,0.00
002310,1.00
002311,0.00
002312,0.00
002313,0.00
002314,1.00
002315,0.00
002316,1.00
002317,12.00
002318,0.00
002319,1.00
002320,0.00
002321,1.00
002322,1.00
002323,0.00
002324,0.00
002325,0.00
002326,1.00
002327,2.00
002328,1.00
002329,1.00
002330,0.00
002331,0.00
002332,0.00
002333,0.00
002334,0.00
002335,0.00
002336,0.00
002337,1.00
002338,0.00
002339,0.00
002340,1.00
002341,0.00
002342,0.00
002343,1.00
002344,1.00
002345,0.00
002346,1.00
002347,1.00
002348,1.00
002349,3.00
002350,0.00
002351,0.00
002352,1.00
002353,1.00
002354,0.00
002355,0.00
002356,0.00
002357,0.00
002358,0.00
002359,0.00
002360,1.00
002361,0.00
002362,1.50
002363,2.00
002364,0.00
002365,41.00
002366,4.00
002367,2.00
002368,0.00
002369,0.00
002370,0.00
002371,1.00
002372,0.00
002373,0.00
002374,2.50
002375,0.00
002376,0.00
002377,0.00
002378,0.00
002379,0.00
002380,0.00
002381,0.00
002382,0.00
002383,0.00
002384,0.00
002385,0.00
002386,1.00
002387,1.00
002388,1.00
002389,0.00
002390,0.00
002391,10.00
002392,0.00
002393,12.00
002394,22.67
002395,8.67
002396,4.00
002397,14.00
002398,29.40
002399,1.00
002400,13.67
002401,0.00
002402,0.00
002403,0.00
002404,0.00
002405,0.00
002406,0.00
002407,5.00
002408,0.00
002409,1.00
002410,1.00
002411,0.00
002412,0.00
002413,1.00
002414,0.00
002415,1.00
002416,1.00
002417,1.00
002418,1.00
002419,0.00
002420,1.50
002421,93.00
002422,14.00
002423,0.00
002424,0.00
002425,0.00
002426,0.00
002427,0.00
002428,0.00
002429,0.00
002430,0.00
002431,1.00
002432,0.00
002433,1.00
002434,0.00
002435,0.00
002436,0.00
002437,0.00
002438,0.00
002439,0.00
002440,0.00
002441,0.00
002442,0.00
002443,0.00
002444,1.00
002445,0.00
002446,1.00
002447,0.00
002448,0.00
002449,0.00
002450,0.00
002451,0.00
002452,0.00
002453,0.00
002454,1.00
002455,0.00
002456,0.00
002457,34.00
002458,0.00
002459,0.00
002460,0.00
002461,0.00
002462,0.00
002463,0.00
002464,0.00
002465,0.00
002466,0.00
002467,1.00
002468,0.00
002469,5.67
002470,1.00
002471,0.00
002472,0.00
002473,0.00
002474,0.00
002475,0.00
002476,0.00
002477,0.00
002478,0.00
002479,1.00
002480,1.00
002481,0.00
002482,1.00
002483,0.00
002484,0.00
002485,0.00
002486,0.00
002487,0.00
002488,0.00
002489,1.00
002490,0.00
002491,0.00
002492,15.00
002493,13.00
002494,0.00
002495,0.00
002496,0.00
002497,0.00
002498,0.00
002499,0.00
002500,0.00
002501,0.00
002502,0.00
002503,0.00
002504,0.00
002505,0.00
002506,13.00
002507,6.00
002508,0.00
002509,0.00
002510,0.00
002511,0.00
002512,1.00
002513,0.00
002514,3.00
002515,0.00
002516,0.00
002517,0.00
002518,0.00
002519,0.00
002520,1.00
002521,0.00
002522,0.00
002523,0.00
002524,0.00
002525,0.00
002526,18.25
002527,1.00
002528,0.00
002529,0.00
002530,0.00
002531,5.00
002532,1.00
002533,3.00
002534,6.67
002535,1.00
002536,4.00
002537,0.00
002538,0.00
002539,0.00
002540,0.00
002541,0.00
002542,0.00
002543,0.00
002544,0.00
002545,0.00
002546,1.00
002547,0.00
002548,0.00
002549,0.00
002550,0.00
002551,0.00
002552,0.00
002553,0.00
002554,0.00
002555,0.00
002556,1.00
002557,1.00
002558,0.00
002559,0.00
002560,0.00
002561,0.00
002562,1.00
002563,0.00
002564,14.00
002565,0.00
002566,1.00
002567,7.00
002568,0.00
002569,8.00
002570,0.00
002571,0.00
002572,0.00
002573,0.00
002574,0.00
002575,1.00
002576,4.00
002577,1.00
002578,1.00
002579,1.00
002580,0.00
002581,9.00
002582,0.00
002583,0.00
002584,0.00
002585,9.00
002586,0.00
002587,0.00
002588,1.00
002589,6.00
002590,0.00
002591,4.00
002592,0.00
002593,0.00
002594,0.00
002595,0.00
002596,1.00
002597,0.00
002598,0.00
002599,0.00
002600,0.00
002601,2.00
002602,0.00
002603,1.00
002604,0.00
002605,0.00
002606,0.00
002607,1.00
002608,1.00
002609,1.00
002610,0.00
002611,0.00
002612,0.00
002613,11.00
002614,0.00
002615,0.00
002616,0.00
002617,0.00
002618,0.00
002619,0.00
002620,0.00
002621,0.00
002622,0.00
002623,0.00
002624,0.00
002625,0.00
002626,1.00
002627,0.00
002628,0.00
002629,0.00
002630,0.00
002631,0.00
002632,15.00
002633,0.00
002634,1.00
002635,0.00
002636,0.00
002637,0.00
002638,0.00
002639,0.00
002640,1.00
002641,0.00
002642,1.00
002643,0.00
002644,0.00
002645,0.00
002646,0.00
002647,0.00
002648,0.00
002649,1.00
002650,0.00
002651,0.00
002652,0.00
002653,0.00
002654,4.00
002655,0.00
002656,1.00
002657,0.00
002658,0.00
002659,0.00
002660,0.00
002661,0.00
002662,1.00
002663,0.00
002664,0.00
002665,0.00
002666,0.00
002667,0.00
002668,1.00
002669,0.00
002670,0.00
002671,0.00
002672,0.00
002673,0.00
002674,2.00
002675,0.00
002676,0.00
002677,1.00
002678,1.00
002679,0.00
002680,1.00
002681,1.00
002682,0.00
002683,0.00
002684,6.00
002685,1.00
002686,0.00
002687,2.50
002688,3.00
002689,0.00
002690,0.00
002691,1.00
002692,0.00
002693,0.00
002694,16.75
002695,0.00
002696,0.00
002697,0.00
002698,0.00
002699,0.00
002700,0.00
002701,0.00
002702,0.00
002703,0.00
002704,4.50
002705,0.00
002706,0.00
002707,0.00
002708,0.00
002709,2.00
002710,1.00
002711,0.00
002712,0.00
002713,0.00
002714,1.00
002715,0.00
002716,0.00
002717,0.00
002718,0.00
002719,0.00
002720,0.00
002721,0.00
002722,1.00
002723,1.50
002724,0.00
002725,0.00
002726,0.00
002727,1.00
002728,1.00
002729,4.00
002730,0.00
002731,0.00
002732,1.00
002733,0.00
002734,10.75
002735,27.00
002736,1.00
002737,1.00
002738,0.00
002739,0.00
002740,0.00
002741,0.00
002742,1.00
002743,0.00
002744,0.00
002745,0.00
002746,0.00
002747,0.00
002748,0.00
002749,1.00
002750,0.00
002751,1.00
002752,0.00
002753,0.00
002754,2.00
002755,1.50
002756,0.00
002757,0.00
002758,0.00
002759,1.00
002760,0.00
002761,0.00
002762,0.00
002763,0.00
002764,0.00
002765,0.00
002766,0.00
002767,0.00
002768,1.00
002769,1.00
002770,1.00
002771,0.00
002772,0.00
002773,1.67
002774,4.00
002775,3.25
002776,0.00
002777,1.00
002778,1.00
002779,1.00
002780,1.00
002781,1.00
002782,0.00
002783,1.00
002784,7.00
002785,0.00
002786,0.00
002787,0.00
002788,1.00
002789,0.00
002790,0.00
002791,0.00
002792,0.00
002793,0.00
002794,3.00
002795,0.00
002796,0.00
002797,0.00
002798,1.00
002799,0.00
002800,1.00
002801,0.00
002802,4.00
002803,0.00
002804,2.00
002805,1.00
002806,1.00
002807,6.20
002808,1.00
002809,0.00
002810,7.00
002811,1.00
002812,1.00
002813,0.00
002814,1.00
002815,0.00
002816,0.00
002817,0.00
002818,0.00
002819,0.00
002820,1.00
002821,7.00
002822,0.00
002823,1.00
002824,1.00
002825,0.00
002826,0.00
002827,26.00
002828,0.00
002829,0.00
002830,3.50
002831,1.00
002832,0.00
002833,0.00
002834,0.00
002835,0.00
002836,0.00
002837,0.00
002838,0.00
002839,1.00
002840,0.00
002841,5.50
002842,1.00
002843,0.00
002844,1.00
002845,0.00
002846,0.00
002847,1.00
002848,0.00
002849,0.00
002850,2.00
002851,0.00
002852,1.00
002853,1.00
002854,1.00
002855,0.00
002856,0.00
002857,1.00
002858,0.00
002859,0.00
002860,0.00
002861,0.00
002862,18.50
002863,0.00
002864,0.00
002865,0.00
002866,2.75
002867,8.00
002868,0.00
002869,1.00
002870,6.50
002871,0.00
002872,5.00
002873,0.00
002874,0.00
002875,0.00
002876,0.00
002877,0.00
002878,0.00
002879,1.00
002880,0.00
002881,3.67
002882,0.00
002883,0.00
002884,0.00
002885,0.00
002886,0.00
002887,0.00
002888,0.00
002889,0.00
002890,0.00
002891,0.00
002892,0.00
002893,5.00
002894,17.00
002895,1.00
002896,0.00
002897,0.00
002898,0.00
002899,0.00
002900,0.00
002901,0.00
002902,3.00
002903,0.00
002904,0.00
002905,0.00
002906,1.00
002907,0.00
002908,0.00
002909,0.00
002910,0.00
002911,0.00
002912,1.84
002913,0.00
002914,0.00
002915,0.00
002916,0.00
002917,0.00
002918,0.00
002919,0.00
002920,3.00
002921,0.00
002922,0.00
002923,0.00
002924,0.00
002925,0.00
002926,1.00
002927,0.00
002928,1.00
002929,0.00
002930,0.00
002931,0.00
002932,1.73
002933,0.00
002934,0.00
002935,0.00
002936,0.00
002937,0.00
002938,0.00
002939,0.00
002940,0.00
002941,0.00
002942,0.00
002943,1.62
002944,0.00
002945,3.00
002946,1.00
002947,0.00
002948,0.00
002949,0.00
002950,1.79
002951,1.79
002952,0.00
002953,0.00
002954,1.00
002955,0.00
002956,0.00
002957,0.00
002958,0.00
002959,1.00
002960,0.00
002961,0.00
002962,0.00
002963,2.00
002964,0.00
002965,0.00
002966,1.81
002967,0.00
002968,1.00
002969,1.00
002970,1.00
002971,0.00
002972,0.00
002973,0.00
002974,0.00
002975,1.00
002976,0.00
002977,1.00
002978,0.00
002979,0.00
002980,0.00
002981,0.00
002982,0.00
002983,0.00
002984,0.00
002985,0.00
002986,0.00
002987,0.00
002988,1.00
002989,0.00
002990,4.00
002991,0.00
002992,0.00
002993,3.00
002994,0.00
002995,0.00
002996,2.00
002997,2.00
002998,0.00
002999,1.00
003000,1.50
003001,0.00
003002,1.57
003003,0.00
003004,1.00
003005,1.00
003006,0.00
003007,0.00
003008,0.00
003009,0.00
003010,0.00
003011,1.22
003012,0.00
003013,9.50
003014,1.46
003015,12.00
003016,0.00
003017,0.00
003018,0.00
003019,5.33
003020,0.00
003021,2.00
003022,3.36
003023,0.00
003024,1.00
003025,21.25
003026,3.00
003027,0.00
003028,0.00
003029,0.00
003030,1.50
003031,0.00
003032,1.00
003033,21.50
003034,13.60
003035,1.00
003036,1.00
003037,0.00
003038,1.56
003039,1.00
003040,1.00
003041,0.00
003042,0.00
003043,1.00
003044,1.00
003045,12.33
003046,1.00
003047,3.00
003048,1.50
003049,3.00
003050,0.00
003051,0.00
003052,1.00
003053,0.00
003054,0.00
003055,1.00
003056,1.00
003057,0.00
003058,0.00
003059,0.00
003060,0.00
003061,1.00
003062,1.00
003063,0.00
003064,0.00
003065,1.00
003066,0.00
003067,0.00
003068,1.00
003069,0.00
003070,0.00
003071,0.00
003072,0.00
003073,0.00
003074,0.00
003075,1.00
003076,0.00
003077,0.00
003078,0.00
003079,0.00
003080,0.00
003081,0.00
003082,0.00
003083,0.00
003084,0.00
003085,1.00
003086,0.00
003087,0.00
003088,0.00
003089,0.00
003090,0.00
003091,0.00
003092,0.00
003093,0.00
003094,7.00
003095,0.00
003096,1.00
003097,0.00
003098,0.00
003099,0.00
003100,0.00
003101,0.00
003102,0.00
003103,0.00
003104,0.00
003105,0.00
003106,1.00
003107,1.00
003108,1.41
003109,1.00
003110,0.00
003111,1.00
003112,1.00
003113,1.00
003114,1.00
003115,1.00
003116,1.00
003117,1.00
003118,2.50
003119,1.00
003120,1.00
003121,1.00
003122,1.00
003123,1.00
003124,1.00
003125,1.00
003126,1.00
003127,1.00
003128,1.00
003129,1.00
003130,0.00
003131,0.00
003132,5.00
003133,0.00
003134,0.00
003135,0.00
003136,3.00
003137,0.00
003138,1.00
003139,2.00
003140,0.00
003141,1.00
003142,0.00
003143,1.00
003144,7.00
003145,0.00
003146,0.00
003147,1.00
003148,0.00
003149,0.00
003150,0.00
003151,0.00
003152,0.00
003153,1.00
003154,0.00
003155,16.00
003156,1.00
003157,0.00
003158,1.00
003159,0.00
003160,0.00
003161,0.00
003162,0.00
003163,0.00
003164,1.00
003165,0.00
003166,5.00
003167,0.00
003168,0.00
003169,0.00
003170,0.00
003171,0.00
003172,0.00
003173,0.00
003174,0.00
003175,0.00
003176,0.00
003177,0.00
003178,0.00
003179,0.00
003180,13.00
003181,0.00
003182,0.00
003183,0.00
003184,0.00
003185,0.00
003186,0.00
003187,2.00
003188,6.50
003189,1.00
003190,0.00
003191,25.00
003192,6.00
003193,2.00
003194,20.00
003195,0.00
003196,0.00
003197,0.00
003198,0.00
003199,0.00
003200,20.50
003201,1.00
003202,3.00
003203,0.00
003204,0.00
003205,0.00
003206,0.00
003207,0.00
003208,1.00
003209,0.00
003210,0.00
003211,0.00
003212,23.00
003213,1.30
003214,0.00
003215,0.00
003216,7.00
003217,0.00
003218,0.00
003219,0.00
003220,0.00
003221,0.00
003222,0.00
003223,0.00
003224,0.00
003225,0.00
003226,0.00
003227,0.00
003228,0.00
003229,0.00
003230,1.00
003231,1.00
003232,0.00
003233,0.00
003234,0.50
003235,0.00
003236,0.00
003237,0.00
003238,1.00
003239,0.00
003240,0.00
003241,1.00
003242,0.00
003243,0.00
003244,0.00
003245,0.00
003246,0.00
003247,0.00
003248,0.00
003249,0.00
003250,0.00
003251,0.00
003252,0.00
003253,0.00
003254,0.00
003255,0.00
003256,1.00
003257,0.00
003258,0.00
003259,0.00
003260,1.00
003261,0.00
003262,0.00
003263,0.00
003264,0.00
003265,13.00
003266,0.00
003267,0.00
003268,0.00
003269,0.00
003270,0.00
003271,0.00
003272,0.00
003273,1.00
003274,13.00
003275,0.00
003276,0.00
003277,0.00
003278,10.00
003279,1.00
003280,0.00
003281,0.00
003282,0.00
003283,0.00
003284,0.50
003285,1.00
003286,1.00
003287,0.00
003288,1.00
003289,0.00
003290,0.00
003291,0.00
003292,0.00
003293,0.00
003294,0.00
003295,0.00
003296,0.00
003297,0.00
003298,0.00
003299,0.00
003300,0.00
003301,5.00
003302,0.00
003303,2.00
003304,0.00
003305,0.00
003306,0.00
003307,0.00
003308,0.00
003309,0.00
003310,1.00
003311,1.00
003312,0.00
003313,0.00
003314,0.00
003315,3.00
003316,0.00
003317,0.00
003318,0.00
003319,0.00
003320,0.00
003321,0.00
003322,0.00
003323,1.00
003324,1.00
003325,0.00
003326,0.00
003327,0.00
003328,0.00
003329,0.00
003330,0.00
003331,0.00
003332,0.00
003333,1.00
003334,0.00
003335,11.00
003336,0.00
003337,0.00
003338,0.00
003339,0.00
003340,0.00
003341,0.00
003342,0.00
003343,0.00
003344,0.00
003345,0.00
003346,0.00
003347,0.00
003348,0.00
003349,3.00
003350,0.00
003351,2.00
003352,1.00
003353,0.00
003354,0.00
003355,0.00
003356,0.00
003357,0.00
003358,0.00
003359,0.00
003360,0.00
003361,0.00
003362,0.00
003363,0.00
003364,0.00
003365,0.00
003366,1.00
003367,1.00
003368,18.50
003369,0.00
003370,0.00
003371,0.00
003372,0.00
003373,1.15
003374,11.00
003375,0.00
003376,0.00
003377,0.00
003378,0.00
003379,1.00
003380,0.00
003381,0.00
003382,0.00
003383,0.00
003384,0.00
003385,0.00
003386,0.00
003387,0.00
003388,0.00
003389,0.00
003390,0.00
003391,0.00
003392,0.00
003393,0.00
003394,0.00
003395,0.00
003396,1.33
003397,0.00
003398,0.00
003399,1.00
003400,0.00
003401,0.00
003402,1.00
003403,0.00
003404,0.00
003405,0.00
003406,0.75
003407,1.24
003408,0.00
003409,0.00
003410,0.00
003411,0.00
003412,0.00
003413,0.00
003414,1.00
003415,0.00
003416,0.00
003417,0.00
003418,0.00
003419,0.00
003420,0.00
003421,0.00
003422,1.00
003423,0.00
003424,2.00
003425,1.08
003426,0.00
003427,1.00
003428,0.00
003429,1.00
003430,0.67
003431,0.00
003432,0.00
003433,0.50
003434,0.00
003435,0.00
003436,0.00
003437,0.00
003438,0.00
003439,0.00
003440,0.00
003441,0.00
003442,0.00
003443,0.00
003444,1.71
003445,0.00
003446,11.00
003447,0.00
003448,0.00
003449,0.00
003450,0.00
003451,0.00
003452,0.00
003453,0.00
003454,3.00
003455,0.00
003456,0.00
003457,3.00
003458,0.00
003459,0.00
003460,0.00
003461,0.00
003462,1.00
003463,0.00
003464,0.00
003465,0.00
003466,0.00
003467,1.00
003468,0.00
003469,0.00
003470,0.00
003471,1.00
003472,0.00
003473,1.00
003474,0.00
003475,0.00
003476,1.00
003477,0.00
003478,0.00
003479,1.00
003480,0.00
003481,0.00
003482,0.00
003483,0.00
003484,0.00
003485,0.00
003486,1.00
003487,0.00
003488,0.00
003489,0.00
003490,7.00
003491,1.00
003492,0.00
003493,0.00
003494,0.00
003495,0.00
003496,8.00
003497,0.00
003498,0.00
003499,0.00
003500,0.00
003501,0.00
003502,27.00
003503,1.00
003504,5.71
003505,6.00
003506,0.00
003507,0.00
003508,0.00
003509,0.00
003510,0.00
003511,0.00
003512,0.00
003513,3.00
003514,0.00
003515,0.00
003516,0.00
003517,1.00
003518,0.00
003519,9.00
003520,0.00
003521,3.00
003522,0.00
003523,1.00
003524,36.00
003525,1.00
003526,1.00
003527,0.00
003528,0.00
003529,0.00
003530,0.00
003531,0.00
003532,0.00
003533,0.00
003534,0.00
003535,10.00
003536,18.00
003537,0.00
003538,0.00
003539,1.00
003540,0.00
003541,4.00
003542,7.00
003543,0.00
003544,1.00
003545,3.00
003546,0.00
003547,0.00
003548,0.00
003549,0.00
003550,0.00
003551,1.00
003552,0.00
003553,0.00
003554,0.00
003555,0.00
003556,0.00
003557,0.00
003558,0.00
003559,0.00
003560,0.00
003561,0.00
003562,0.50
003563,0.00
003564,0.50
003565,1.00
003566,0.00
003567,0.00
003568,0.00
003569,0.00
003570,0.00
003571,0.00
003572,0.00
003573,0.00
003574,0.00
003575,0.00
003576,17.50
003577,0.00
003578,0.00
003579,0.00
003580,0.00
003581,0.00
003582,0.00
003583,0.00
003584,0.00
003585,0.00
003586,0.00
003587,0.00
003588,1.00
003589,0.00
003590,0.00
003591,0.00
003592,0.00
003593,0.00
003594,0.00
003595,2.00
003596,0.00
003597,0.00
003598,1.00
003599,1.00
003600,0.00
003601,0.00
003602,0.00
003603,0.00
003604,0.00
003605,0.00
003606,0.00
003607,0.00
003608,0.00
003609,0.00
003610,0.00
003611,6.00
003612,4.50
003613,0.00
003614,0.00
003615,1.00
003616,0.00
003617,0.00
003618,0.00
003619,0.00
003620,0.00
003621,1.00
003622,1.00
003623,0.00
003624,0.00
003625,0.00
003626,0.00
003627,0.00
003628,0.00
003629,0.00
003630,0.00
003631,0.00
003632,0.00
003633,0.00
003634,0.00
003635,0.00
003636,4.00
003637,0.00
003638,0.00
003639,0.00
003640,0.00
003641,0.00
003642,0.00
003643,0.00
003644,3.00
003645,1.00
003646,13.00
003647,4.50
003648,1.00
003649,1.15
003650,0.00
003651,0.00
003652,0.00
003653,0.00
003654,0.00
003655,0.00
003656,0.00
003657,0.00
003658,0.00
003659,0.00
003660,0.00
003661,1.00
003662,0.00
003663,1.00
003664,1.00
003665,0.00
003666,0.00
003667,2.00
003668,7.50
003669,1.00
003670,0.00
003671,0.00
003672,0.00
003673,0.00
003674,0.00
003675,0.00
003676,0.00
003677,0.00
003678,0.00
003679,0.00
003680,0.00
003681,0.00
003682,0.00
003683,0.00
003684,16.50
003685,0.00
003686,1.00
003687,1.00
003688,1.00
003689,1.00
003690,1.00
003691,2.00
003692,2.50
003693,0.00
003694,0.00
003695,0.00
003696,0.00
003697,0.00
003698,1.00
003699,0.00
003700,0.00
003701,0.00
003702,0.00
003703,0.00
003704,39.00
003705,0.00
003706,0.00
003707,2.00
003708,0.00
003709,0.00
003710,0.00
003711,0.00
003712,1.00
003713,1.22
003714,0.00
003715,0.00
003716,0.00
003717,0.00
003718,0.00
003719,0.00
003720,1.00
003721,0.00
003722,0.00
003723,0.00
003724,0.00
003725,0.00
003726,0.00
003727,0.00
003728,0.00
003729,0.00
003730,0.00
003731,0.00
003732,0.50
003733,1.50
003734,0.00
003735,0.00
003736,0.00
003737,0.00
003738,0.00
003739,0.00
003740,7.50
003741,1.00
003742,1.00
003743,1.00
003744,1.00
003745,0.00
003746,0.00
003747,0.00
003748,0.00
003749,0.00
003750,0.00
003751,1.00
003752,0.00
003753,0.00
003754,0.00
003755,0.00
003756,1.10
003757,0.00
003758,10.00
003759,2.00
003760,0.00
003761,9.00
003762,1.00
003763,1.00
003764,0.00
003765,1.00
003766,1.18
003767,0.00
003768,2.50
003769,2.00
003770,1.00
003771,0.00
003772,1.00
003773,1.44
003774,0.00
003775,0.00
003776,0.00
003777,0.00
003778,0.00
003779,1.12
003780,1.00
003781,1.00
003782,0.00
003783,0.00
003784,0.00
003785,0.00
003786,1.00
003787,0.00
003788,1.00
003789,0.00
003790,0.00
003791,1.00
003792,0.00
003793,0.00
003794,0.00
003795,0.00
003796,1.00
003797,1.00
003798,0.00
003799,0.00
003800,1.00
003801,0.00
003802,0.00
003803,22.00
003804,69.00
003805,0.00
003806,12.00
003807,1.08
003808,0.00
003809,0.00
003810,0.00
003811,0.00
003812,0.00
003813,1.00
003814,1.18
003815,1.00
003816,0.00
003817,1.00
003818,2.67
003819,3.24
003820,0.00
003821,0.00
003822,0.00
003823,1.00
003824,0.00
003825,4.00
003826,0.00
003827,0.00
003828,1.00
003829,0.00
003830,0.00
003831,2.00
003832,4.00
003833,1.18
003834,0.00
003835,0.00
003836,0.00
003837,0.00
003838,0.00
003839,1.00
003840,3.00
003841,32.00
003842,1.00
003843,0.00
003844,0.00
003845,0.00
003846,0.00
003847,0.00
003848,0.00
003849,0.00
003850,7.00
003851,0.00
003852,0.00
003853,1.00
003854,1.00
003855,0.00
003856,0.00
003857,0.00
003858,0.00
003859,0.00
003860,0.00
003861,0.00
003862,1.00
003863,0.00
003864,0.00
003865,0.00
003866,1.00
003867,0.00
003868,1.00
003869,0.00
003870,0.00
003871,0.00
003872,32.50
003873,0.00
003874,1.00
003875,0.00
003876,14.00
003877,0.00
003878,0.00
003879,0.00
003880,1.00
003881,0.00
003882,0.00
003883,0.00
003884,0.00
003885,0.00
003886,0.00
003887,8.00
003888,1.00
003889,1.00
003890,0.00
003891,0.00
003892,0.00
003893,0.00
003894,0.00
003895,0.00
003896,0.00
003897,0.00
003898,0.00
003899,1.00
003900,1.00
003901,0.00
003902,1.00
003903,0.00
003904,0.00
003905,0.00
003906,0.00
003907,0.00
003908,11.00
003909,1.50
003910,0.00
003911,0.00
003912,0.00
003913,2.00
003914,11.00
003915,1.00
003916,0.00
003917,0.00
003918,1.00
003919,0.00
003920,2.00
003921,0.00
003922,0.00
003923,0.00
003924,0.00
003925,0.00
003926,0.00
003927,2.00
003928,0.00
003929,0.00
003930,0.00
003931,0.00
003932,0.00
003933,1.00
003934,0.00
003935,0.00
003936,1.00
003937,0.00
003938,0.00
003939,0.00
003940,0.00
003941,0.00
003942,0.00
003943,0.00
003944,0.00
003945,0.00
003946,1.00
003947,1.00
003948,0.00
003949,0.00
003950,0.00
003951,0.00
003952,17.00
003953,0.00
003954,0.00
003955,0.00
003956,0.00
003957,0.00
003958,17.00
003959,1.00
003960,1.00
003961,0.00
003962,0.00
003963,1.00
003964,0.00
003965,0.00
003966,0.00
003967,0.00
003968,0.00
003969,0.00
003970,0.00
