# ----------------------------------------
# 所有網站資料
# 目標對象總覽
# 20141224-20151227
# ----------------------------------------

小時索引,% 新工作階段
003476,100.00%
003477,0.00%
003478,0.00%
003479,100.00%
003480,0.00%
003481,0.00%
003482,0.00%
003483,0.00%
003484,0.00%
003485,0.00%
003486,100.00%
003487,0.00%
003488,0.00%
003489,0.00%
003490,0.00%
003491,100.00%
003492,0.00%
003493,100.00%
003494,0.00%
003495,0.00%
003496,100.00%
003497,0.00%
003498,0.00%
003499,0.00%
003500,0.00%
003501,0.00%
003502,0.00%
003503,100.00%
003504,85.71%
003505,0.00%
003506,0.00%
003507,0.00%
003508,0.00%
003509,0.00%
003510,0.00%
003511,0.00%
003512,0.00%
003513,100.00%
003514,0.00%
003515,0.00%
003516,0.00%
003517,100.00%
003518,0.00%
003519,100.00%
003520,0.00%
003521,100.00%
003522,0.00%
003523,100.00%
003524,100.00%
003525,100.00%
003526,100.00%
003527,0.00%
003528,0.00%
003529,0.00%
003530,0.00%
003531,0.00%
003532,0.00%
003533,0.00%
003534,0.00%
003535,0.00%
003536,66.67%
003537,0.00%
003538,0.00%
003539,100.00%
003540,0.00%
003541,100.00%
003542,100.00%
003543,0.00%
003544,100.00%
003545,100.00%
003546,0.00%
003547,0.00%
003548,100.00%
003549,0.00%
003550,0.00%
003551,50.00%
003552,0.00%
003553,0.00%
003554,0.00%
003555,0.00%
003556,0.00%
003557,0.00%
003558,0.00%
003559,0.00%
003560,0.00%
003561,0.00%
003562,100.00%
003563,0.00%
003564,50.00%
003565,100.00%
003566,0.00%
003567,0.00%
003568,0.00%
003569,0.00%
003570,0.00%
003571,0.00%
003572,0.00%
003573,0.00%
003574,0.00%
003575,0.00%
003576,100.00%
003577,0.00%
003578,0.00%
003579,0.00%
003580,0.00%
003581,0.00%
003582,0.00%
003583,0.00%
003584,0.00%
003585,0.00%
003586,0.00%
003587,0.00%
003588,100.00%
003589,0.00%
003590,0.00%
003591,0.00%
003592,0.00%
003593,0.00%
003594,0.00%
003595,100.00%
003596,0.00%
003597,0.00%
003598,100.00%
003599,0.00%
003600,0.00%
003601,0.00%
003602,0.00%
003603,0.00%
003604,0.00%
003605,0.00%
003606,0.00%
003607,0.00%
003608,0.00%
003609,0.00%
003610,0.00%
003611,100.00%
003612,100.00%
003613,0.00%
003614,0.00%
003615,0.00%
003616,0.00%
003617,0.00%
003618,0.00%
003619,0.00%
003620,0.00%
003621,100.00%
003622,0.00%
003623,0.00%
003624,0.00%
003625,0.00%
003626,0.00%
003627,0.00%
003628,0.00%
003629,0.00%
003630,0.00%
003631,0.00%
003632,0.00%
003633,0.00%
003634,0.00%
003635,0.00%
003636,0.00%
003637,0.00%
003638,0.00%
003639,0.00%
003640,0.00%
003641,0.00%
003642,0.00%
003643,0.00%
003644,100.00%
003645,0.00%
003646,0.00%
003647,100.00%
003648,0.00%
003649,100.00%
003650,0.00%
003651,0.00%
003652,0.00%
003653,0.00%
003654,0.00%
003655,0.00%
003656,0.00%
003657,0.00%
003658,0.00%
003659,0.00%
003660,0.00%
003661,100.00%
003662,0.00%
003663,100.00%
003664,0.00%
003665,0.00%
003666,0.00%
003667,0.00%
003668,100.00%
003669,100.00%
003670,0.00%
003671,0.00%
003672,0.00%
003673,0.00%
003674,0.00%
003675,0.00%
003676,0.00%
003677,0.00%
003678,100.00%
003679,0.00%
003680,0.00%
003681,0.00%
003682,0.00%
003683,0.00%
003684,100.00%
003685,0.00%
003686,100.00%
003687,0.00%
003688,100.00%
003689,100.00%
003690,100.00%
003691,0.00%
003692,100.00%
003693,0.00%
003694,0.00%
003695,0.00%
003696,0.00%
003697,0.00%
003698,100.00%
003699,0.00%
003700,0.00%
003701,0.00%
003702,0.00%
003703,0.00%
003704,100.00%
003705,0.00%
003706,0.00%
003707,100.00%
003708,0.00%
003709,0.00%
003710,0.00%
003711,0.00%
003712,100.00%
003713,100.00%
003714,0.00%
003715,0.00%
003716,0.00%
003717,0.00%
003718,100.00%
003719,0.00%
003720,0.00%
003721,0.00%
003722,0.00%
003723,0.00%
003724,0.00%
003725,0.00%
003726,0.00%
003727,0.00%
003728,0.00%
003729,0.00%
003730,0.00%
003731,0.00%
003732,100.00%
003733,100.00%
003734,0.00%
003735,0.00%
003736,0.00%
003737,0.00%
003738,0.00%
003739,0.00%
003740,100.00%
003741,100.00%
003742,100.00%
003743,100.00%
003744,100.00%
003745,0.00%
003746,0.00%
003747,0.00%
003748,0.00%
003749,0.00%
003750,0.00%
003751,100.00%
003752,0.00%
003753,0.00%
003754,0.00%
003755,0.00%
003756,100.00%
003757,0.00%
003758,0.00%
003759,100.00%
003760,0.00%
003761,100.00%
003762,100.00%
003763,0.00%
003764,0.00%
003765,100.00%
003766,100.00%
003767,0.00%
003768,100.00%
003769,100.00%
003770,100.00%
003771,0.00%
003772,100.00%
003773,100.00%
003774,0.00%
003775,0.00%
003776,0.00%
003777,0.00%
003778,0.00%
003779,100.00%
003780,0.00%
003781,100.00%
003782,0.00%
003783,0.00%
003784,0.00%
003785,0.00%
003786,100.00%
003787,0.00%
003788,100.00%
003789,0.00%
003790,0.00%
003791,100.00%
003792,0.00%
003793,0.00%
003794,0.00%
003795,0.00%
003796,100.00%
003797,100.00%
003798,0.00%
003799,0.00%
003800,100.00%
003801,0.00%
003802,0.00%
003803,100.00%
003804,100.00%
003805,0.00%
003806,100.00%
003807,100.00%
003808,0.00%
003809,0.00%
003810,0.00%
003811,0.00%
003812,0.00%
003813,100.00%
003814,100.00%
003815,0.00%
003816,0.00%
003817,0.00%
003818,33.33%
003819,100.00%
003820,0.00%
003821,0.00%
003822,0.00%
003823,100.00%
003824,0.00%
003825,0.00%
003826,0.00%
003827,0.00%
003828,100.00%
003829,0.00%
003830,0.00%
003831,0.00%
003832,0.00%
003833,95.45%
003834,0.00%
003835,0.00%
003836,0.00%
003837,0.00%
003838,0.00%
003839,50.00%
003840,100.00%
003841,100.00%
003842,100.00%
003843,0.00%
003844,0.00%
003845,0.00%
003846,0.00%
003847,0.00%
003848,0.00%
003849,0.00%
003850,100.00%
003851,0.00%
003852,0.00%
003853,100.00%
003854,100.00%
003855,0.00%
003856,0.00%
003857,0.00%
003858,0.00%
003859,0.00%
003860,0.00%
003861,0.00%
003862,100.00%
003863,0.00%
003864,0.00%
003865,0.00%
003866,0.00%
003867,0.00%
003868,100.00%
003869,0.00%
003870,0.00%
003871,0.00%
003872,100.00%
003873,0.00%
003874,100.00%
003875,0.00%
003876,100.00%
003877,0.00%
003878,0.00%
003879,0.00%
003880,100.00%
003881,0.00%
003882,0.00%
003883,0.00%
003884,0.00%
003885,0.00%
003886,0.00%
003887,100.00%
003888,100.00%
003889,100.00%
003890,0.00%
003891,0.00%
003892,0.00%
003893,0.00%
003894,0.00%
003895,0.00%
003896,0.00%
003897,0.00%
003898,0.00%
003899,100.00%
003900,100.00%
003901,0.00%
003902,0.00%
003903,0.00%
003904,0.00%
003905,0.00%
003906,0.00%
003907,0.00%
003908,100.00%
003909,100.00%
003910,0.00%
003911,100.00%
003912,0.00%
003913,100.00%
003914,100.00%
003915,100.00%
003916,0.00%
003917,0.00%
003918,100.00%
003919,0.00%
003920,100.00%
003921,0.00%
003922,0.00%
003923,0.00%
003924,0.00%
003925,0.00%
003926,0.00%
003927,0.00%
003928,0.00%
003929,0.00%
003930,0.00%
003931,0.00%
003932,0.00%
003933,100.00%
003934,0.00%
003935,0.00%
003936,100.00%
003937,0.00%
003938,0.00%
003939,0.00%
003940,0.00%
003941,0.00%
003942,0.00%
003943,0.00%
003944,0.00%
003945,0.00%
003946,100.00%
003947,100.00%
003948,0.00%
003949,0.00%
003950,0.00%
003951,0.00%
003952,100.00%
003953,0.00%
003954,0.00%
003955,0.00%
003956,0.00%
003957,0.00%
003958,100.00%
003959,100.00%
003960,100.00%
003961,0.00%
003962,0.00%
003963,100.00%
003964,0.00%
003965,0.00%
003966,0.00%
003967,0.00%
003968,0.00%
003969,0.00%
003970,0.00%
003971,0.00%
003972,0.00%
003973,0.00%
003974,0.00%
003975,100.00%
003976,100.00%
003977,0.00%
003978,0.00%
003979,0.00%
003980,0.00%
003981,0.00%
003982,0.00%
003983,0.00%
003984,0.00%
003985,0.00%
003986,0.00%
003987,0.00%
003988,0.00%
003989,0.00%
003990,0.00%
003991,0.00%
003992,0.00%
003993,0.00%
003994,50.00%
003995,0.00%
003996,0.00%
003997,0.00%
003998,0.00%
003999,100.00%
004000,0.00%
004001,0.00%
004002,0.00%
004003,0.00%
004004,100.00%
004005,100.00%
004006,0.00%
004007,100.00%
004008,0.00%
004009,0.00%
004010,0.00%
004011,0.00%
004012,0.00%
004013,0.00%
004014,0.00%
004015,0.00%
004016,0.00%
004017,0.00%
004018,100.00%
004019,100.00%
004020,100.00%
004021,100.00%
004022,0.00%
004023,0.00%
004024,0.00%
004025,0.00%
004026,0.00%
004027,0.00%
004028,0.00%
004029,0.00%
004030,0.00%
004031,0.00%
004032,0.00%
004033,0.00%
004034,100.00%
004035,100.00%
004036,0.00%
004037,0.00%
004038,0.00%
004039,0.00%
004040,100.00%
004041,0.00%
004042,0.00%
004043,0.00%
004044,0.00%
004045,0.00%
004046,100.00%
004047,100.00%
004048,0.00%
004049,100.00%
004050,0.00%
004051,0.00%
004052,0.00%
004053,0.00%
004054,0.00%
004055,0.00%
004056,100.00%
004057,100.00%
004058,100.00%
004059,0.00%
004060,0.00%
004061,0.00%
004062,0.00%
004063,0.00%
004064,0.00%
004065,0.00%
004066,0.00%
004067,0.00%
004068,0.00%
004069,0.00%
004070,0.00%
004071,0.00%
004072,100.00%
004073,100.00%
004074,0.00%
004075,0.00%
004076,0.00%
004077,100.00%
004078,0.00%
004079,100.00%
004080,0.00%
004081,0.00%
004082,0.00%
004083,0.00%
004084,0.00%
004085,0.00%
004086,0.00%
004087,100.00%
004088,100.00%
004089,100.00%
004090,0.00%
004091,0.00%
004092,50.00%
004093,100.00%
004094,0.00%
004095,0.00%
004096,100.00%
004097,0.00%
004098,0.00%
004099,0.00%
004100,0.00%
004101,0.00%
004102,100.00%
004103,100.00%
004104,0.00%
004105,100.00%
004106,0.00%
004107,0.00%
004108,0.00%
004109,0.00%
004110,0.00%
004111,0.00%
004112,100.00%
004113,0.00%
004114,0.00%
004115,0.00%
004116,0.00%
004117,100.00%
004118,0.00%
004119,100.00%
004120,100.00%
004121,0.00%
004122,0.00%
004123,0.00%
004124,0.00%
004125,100.00%
004126,0.00%
004127,0.00%
004128,0.00%
004129,0.00%
004130,0.00%
004131,100.00%
004132,0.00%
004133,0.00%
004134,0.00%
004135,0.00%
004136,100.00%
004137,0.00%
004138,50.00%
004139,0.00%
004140,0.00%
004141,0.00%
004142,100.00%
004143,0.00%
004144,0.00%
004145,0.00%
004146,0.00%
004147,0.00%
004148,0.00%
004149,0.00%
004150,50.00%
004151,0.00%
004152,100.00%
004153,100.00%
004154,0.00%
004155,0.00%
004156,0.00%
004157,0.00%
004158,100.00%
004159,0.00%
004160,0.00%
004161,0.00%
004162,100.00%
004163,0.00%
004164,0.00%
004165,0.00%
004166,0.00%
004167,100.00%
004168,0.00%
004169,100.00%
004170,0.00%
004171,100.00%
004172,0.00%
004173,0.00%
004174,0.00%
004175,100.00%
004176,0.00%
004177,0.00%
004178,0.00%
004179,0.00%
004180,0.00%
004181,0.00%
004182,0.00%
004183,0.00%
004184,0.00%
004185,0.00%
004186,100.00%
004187,0.00%
004188,0.00%
004189,100.00%
004190,0.00%
004191,0.00%
004192,100.00%
004193,0.00%
004194,100.00%
004195,0.00%
004196,100.00%
004197,100.00%
004198,0.00%
004199,100.00%
004200,50.00%
004201,50.00%
004202,0.00%
004203,96.67%
004204,100.00%
004205,0.00%
004206,0.00%
004207,100.00%
004208,100.00%
004209,0.00%
004210,0.00%
004211,0.00%
004212,0.00%
004213,50.00%
004214,0.00%
004215,0.00%
004216,0.00%
004217,100.00%
004218,0.00%
004219,0.00%
004220,100.00%
004221,0.00%
004222,100.00%
004223,100.00%
004224,0.00%
004225,0.00%
004226,0.00%
004227,0.00%
004228,0.00%
004229,100.00%
004230,0.00%
004231,0.00%
004232,100.00%
004233,100.00%
004234,100.00%
004235,100.00%
004236,100.00%
004237,100.00%
004238,0.00%
004239,100.00%
004240,0.00%
004241,0.00%
004242,0.00%
004243,0.00%
004244,0.00%
004245,100.00%
004246,0.00%
004247,0.00%
004248,100.00%
004249,100.00%
004250,0.00%
004251,0.00%
004252,0.00%
004253,100.00%
004254,0.00%
004255,0.00%
004256,0.00%
004257,0.00%
004258,0.00%
004259,0.00%
004260,0.00%
004261,0.00%
004262,0.00%
004263,100.00%
004264,95.24%
004265,0.00%
004266,0.00%
004267,0.00%
004268,0.00%
004269,0.00%
004270,100.00%
004271,0.00%
004272,75.00%
004273,100.00%
004274,0.00%
004275,0.00%
004276,0.00%
004277,100.00%
004278,100.00%
004279,0.00%
004280,0.00%
004281,0.00%
004282,100.00%
004283,0.00%
004284,0.00%
004285,72.73%
004286,57.14%
004287,75.00%
004288,70.00%
004289,57.14%
004290,100.00%
004291,100.00%
004292,100.00%
004293,100.00%
004294,40.00%
004295,100.00%
004296,100.00%
004297,100.00%
004298,0.00%
004299,0.00%
004300,0.00%
004301,0.00%
004302,0.00%
004303,0.00%
004304,100.00%
004305,0.00%
004306,100.00%
004307,100.00%
004308,0.00%
004309,100.00%
004310,100.00%
004311,0.00%
004312,66.67%
004313,0.00%
004314,0.00%
004315,100.00%
004316,0.00%
004317,0.00%
004318,75.00%
004319,0.00%
004320,100.00%
004321,0.00%
004322,0.00%
004323,0.00%
004324,100.00%
004325,0.00%
004326,0.00%
004327,0.00%
004328,0.00%
004329,100.00%
004330,0.00%
004331,50.00%
004332,100.00%
004333,0.00%
004334,100.00%
004335,100.00%
004336,100.00%
004337,66.67%
004338,0.00%
004339,0.00%
004340,0.00%
004341,33.33%
004342,50.00%
004343,100.00%
004344,100.00%
004345,0.00%
004346,0.00%
004347,0.00%
004348,0.00%
004349,0.00%
004350,0.00%
004351,100.00%
004352,0.00%
004353,0.00%
004354,0.00%
004355,0.00%
004356,100.00%
004357,100.00%
004358,100.00%
004359,0.00%
004360,0.00%
004361,66.67%
004362,50.00%
004363,0.00%
004364,0.00%
004365,0.00%
004366,0.00%
004367,33.33%
004368,0.00%
004369,0.00%
004370,100.00%
004371,100.00%
004372,0.00%
004373,0.00%
004374,0.00%
004375,0.00%
004376,100.00%
004377,0.00%
004378,0.00%
004379,50.00%
004380,0.00%
004381,0.00%
004382,0.00%
004383,100.00%
004384,100.00%
004385,50.00%
004386,0.00%
004387,0.00%
004388,0.00%
004389,0.00%
004390,0.00%
004391,80.00%
004392,0.00%
004393,0.00%
004394,0.00%
004395,0.00%
004396,0.00%
004397,100.00%
004398,0.00%
004399,0.00%
004400,100.00%
004401,0.00%
004402,100.00%
004403,100.00%
004404,0.00%
004405,50.00%
004406,100.00%
004407,100.00%
004408,0.00%
004409,100.00%
004410,50.00%
004411,100.00%
004412,100.00%
004413,100.00%
004414,100.00%
004415,50.00%
004416,0.00%
004417,100.00%
004418,0.00%
004419,0.00%
004420,0.00%
004421,0.00%
004422,0.00%
004423,0.00%
004424,0.00%
004425,0.00%
004426,0.00%
004427,0.00%
004428,0.00%
004429,66.67%
004430,0.00%
004431,100.00%
004432,100.00%
004433,0.00%
004434,0.00%
004435,100.00%
004436,50.00%
004437,50.00%
004438,50.00%
004439,95.65%
004440,0.00%
004441,66.67%
004442,0.00%
004443,100.00%
004444,100.00%
004445,0.00%
004446,0.00%
004447,0.00%
004448,0.00%
004449,100.00%
004450,0.00%
004451,100.00%
004452,0.00%
004453,0.00%
004454,0.00%
004455,50.00%
004456,0.00%
004457,0.00%
004458,100.00%
004459,100.00%
004460,0.00%
004461,0.00%
004462,100.00%
004463,100.00%
004464,0.00%
004465,0.00%
004466,0.00%
004467,0.00%
004468,0.00%
004469,0.00%
004470,0.00%
004471,0.00%
004472,0.00%
004473,100.00%
004474,100.00%
004475,0.00%
004476,0.00%
004477,0.00%
004478,0.00%
004479,0.00%
004480,0.00%
004481,100.00%
004482,0.00%
004483,0.00%
004484,66.67%
004485,100.00%
004486,57.14%
004487,100.00%
004488,66.67%
004489,100.00%
004490,0.00%
004491,0.00%
004492,0.00%
004493,0.00%
004494,0.00%
004495,0.00%
004496,100.00%
004497,0.00%
004498,50.00%
004499,0.00%
004500,0.00%
004501,0.00%
004502,0.00%
004503,0.00%
004504,0.00%
004505,0.00%
004506,50.00%
004507,0.00%
004508,100.00%
004509,100.00%
004510,0.00%
004511,100.00%
004512,0.00%
004513,100.00%
004514,100.00%
004515,0.00%
004516,0.00%
004517,0.00%
004518,100.00%
004519,100.00%
004520,0.00%
004521,0.00%
004522,0.00%
004523,100.00%
004524,0.00%
004525,0.00%
004526,0.00%
004527,0.00%
004528,0.00%
004529,50.00%
004530,100.00%
004531,0.00%
004532,0.00%
004533,100.00%
004534,0.00%
004535,50.00%
004536,100.00%
004537,0.00%
004538,100.00%
004539,0.00%
004540,0.00%
004541,0.00%
004542,0.00%
004543,0.00%
004544,100.00%
004545,0.00%
004546,0.00%
004547,0.00%
004548,50.00%
004549,100.00%
004550,50.00%
004551,100.00%
004552,0.00%
004553,0.00%
004554,0.00%
004555,0.00%
004556,100.00%
004557,100.00%
004558,0.00%
004559,100.00%
004560,50.00%
004561,0.00%
004562,0.00%
004563,0.00%
004564,0.00%
004565,0.00%
004566,0.00%
004567,0.00%
004568,0.00%
004569,100.00%
004570,0.00%
004571,0.00%
004572,0.00%
004573,0.00%
004574,100.00%
004575,0.00%
004576,0.00%
004577,0.00%
004578,100.00%
004579,100.00%
004580,100.00%
004581,0.00%
004582,0.00%
004583,0.00%
004584,0.00%
004585,0.00%
004586,0.00%
004587,0.00%
004588,0.00%
004589,0.00%
004590,0.00%
004591,0.00%
004592,0.00%
004593,0.00%
004594,0.00%
004595,0.00%
004596,100.00%
004597,0.00%
004598,100.00%
004599,0.00%
004600,0.00%
004601,0.00%
004602,100.00%
004603,100.00%
004604,0.00%
004605,0.00%
004606,0.00%
004607,0.00%
004608,100.00%
004609,0.00%
004610,0.00%
004611,0.00%
004612,0.00%
004613,0.00%
004614,0.00%
004615,0.00%
004616,100.00%
004617,100.00%
004618,0.00%
004619,0.00%
004620,0.00%
004621,0.00%
004622,0.00%
004623,0.00%
004624,100.00%
004625,100.00%
004626,0.00%
004627,0.00%
004628,0.00%
004629,0.00%
004630,0.00%
004631,0.00%
004632,0.00%
004633,0.00%
004634,0.00%
004635,0.00%
004636,0.00%
004637,0.00%
004638,0.00%
004639,100.00%
004640,0.00%
004641,0.00%
004642,0.00%
004643,0.00%
004644,0.00%
004645,100.00%
004646,0.00%
004647,0.00%
004648,100.00%
004649,33.33%
004650,100.00%
004651,0.00%
004652,0.00%
004653,0.00%
004654,0.00%
004655,33.33%
004656,0.00%
004657,0.00%
004658,0.00%
004659,100.00%
004660,0.00%
004661,0.00%
004662,0.00%
004663,0.00%
004664,0.00%
004665,0.00%
004666,0.00%
004667,0.00%
004668,0.00%
004669,0.00%
004670,100.00%
004671,33.33%
004672,0.00%
004673,100.00%
004674,0.00%
004675,0.00%
004676,50.00%
004677,0.00%
004678,0.00%
004679,0.00%
004680,0.00%
004681,0.00%
004682,0.00%
004683,0.00%
004684,0.00%
004685,0.00%
004686,0.00%
004687,0.00%
004688,100.00%
004689,100.00%
004690,0.00%
004691,0.00%
004692,0.00%
004693,100.00%
004694,0.00%
004695,0.00%
004696,0.00%
004697,0.00%
004698,100.00%
004699,100.00%
004700,0.00%
004701,0.00%
004702,0.00%
004703,0.00%
004704,100.00%
004705,0.00%
004706,0.00%
004707,0.00%
004708,0.00%
004709,0.00%
004710,0.00%
004711,0.00%
004712,100.00%
004713,0.00%
004714,0.00%
004715,0.00%
004716,0.00%
004717,0.00%
004718,100.00%
004719,0.00%
004720,0.00%
004721,0.00%
004722,100.00%
004723,100.00%
004724,100.00%
004725,0.00%
004726,100.00%
004727,0.00%
004728,50.00%
004729,100.00%
004730,0.00%
004731,0.00%
004732,0.00%
004733,0.00%
004734,0.00%
004735,0.00%
004736,0.00%
004737,100.00%
004738,0.00%
004739,100.00%
004740,100.00%
004741,100.00%
004742,100.00%
004743,100.00%
004744,100.00%
004745,0.00%
004746,0.00%
004747,0.00%
004748,0.00%
004749,0.00%
004750,66.67%
004751,100.00%
004752,0.00%
004753,0.00%
004754,0.00%
004755,100.00%
004756,100.00%
004757,100.00%
004758,0.00%
004759,0.00%
004760,0.00%
004761,100.00%
004762,50.00%
004763,0.00%
004764,66.67%
004765,0.00%
004766,0.00%
004767,0.00%
004768,0.00%
004769,0.00%
004770,0.00%
004771,0.00%
004772,100.00%
004773,0.00%
004774,0.00%
004775,0.00%
004776,0.00%
004777,0.00%
004778,0.00%
004779,0.00%
004780,0.00%
004781,0.00%
004782,0.00%
004783,0.00%
004784,0.00%
004785,0.00%
004786,100.00%
004787,50.00%
004788,0.00%
004789,100.00%
004790,0.00%
004791,0.00%
004792,100.00%
004793,0.00%
004794,0.00%
004795,0.00%
004796,100.00%
004797,0.00%
004798,0.00%
004799,0.00%
004800,0.00%
004801,100.00%
004802,0.00%
004803,0.00%
004804,0.00%
004805,100.00%
004806,0.00%
004807,100.00%
004808,0.00%
004809,0.00%
004810,0.00%
004811,66.67%
004812,100.00%
004813,0.00%
004814,0.00%
004815,0.00%
004816,66.67%
004817,0.00%
004818,100.00%
004819,100.00%
004820,0.00%
004821,0.00%
004822,100.00%
004823,0.00%
004824,100.00%
004825,100.00%
004826,0.00%
004827,0.00%
004828,0.00%
004829,100.00%
004830,0.00%
004831,0.00%
004832,0.00%
004833,0.00%
004834,0.00%
004835,100.00%
004836,100.00%
004837,0.00%
004838,0.00%
004839,0.00%
004840,0.00%
004841,0.00%
004842,0.00%
004843,100.00%
004844,100.00%
004845,0.00%
004846,100.00%
004847,0.00%
004848,100.00%
004849,0.00%
004850,0.00%
004851,0.00%
004852,0.00%
004853,0.00%
004854,0.00%
004855,0.00%
004856,0.00%
004857,0.00%
004858,100.00%
004859,0.00%
004860,0.00%
004861,66.67%
004862,50.00%
004863,0.00%
004864,100.00%
004865,100.00%
004866,0.00%
004867,0.00%
004868,0.00%
004869,0.00%
004870,0.00%
004871,0.00%
004872,0.00%
004873,0.00%
004874,0.00%
004875,0.00%
004876,0.00%
004877,0.00%
004878,0.00%
004879,0.00%
004880,100.00%
004881,0.00%
004882,0.00%
004883,0.00%
004884,100.00%
004885,0.00%
004886,0.00%
004887,0.00%
004888,50.00%
004889,100.00%
004890,0.00%
004891,0.00%
004892,0.00%
004893,0.00%
004894,0.00%
004895,0.00%
004896,0.00%
004897,100.00%
004898,0.00%
004899,100.00%
004900,0.00%
004901,0.00%
004902,0.00%
004903,0.00%
004904,0.00%
004905,100.00%
004906,100.00%
004907,66.67%
004908,100.00%
004909,86.67%
004910,100.00%
004911,33.33%
004912,0.00%
004913,100.00%
004914,100.00%
004915,100.00%
004916,0.00%
004917,100.00%
004918,0.00%
004919,0.00%
004920,0.00%
004921,0.00%
004922,0.00%
004923,0.00%
004924,0.00%
004925,0.00%
004926,0.00%
004927,0.00%
004928,100.00%
004929,100.00%
004930,100.00%
004931,93.33%
004932,50.00%
004933,100.00%
004934,100.00%
004935,0.00%
004936,0.00%
004937,0.00%
004938,0.00%
004939,100.00%
004940,100.00%
004941,0.00%
004942,0.00%
004943,0.00%
004944,100.00%
004945,100.00%
004946,0.00%
004947,0.00%
004948,100.00%
004949,0.00%
004950,0.00%
004951,0.00%
004952,0.00%
004953,100.00%
004954,100.00%
004955,50.00%
004956,0.00%
004957,0.00%
004958,100.00%
004959,0.00%
004960,100.00%
004961,100.00%
004962,0.00%
004963,0.00%
004964,0.00%
004965,0.00%
004966,100.00%
004967,100.00%
004968,0.00%
004969,0.00%
004970,0.00%
004971,0.00%
004972,95.83%
004973,0.00%
004974,0.00%
004975,100.00%
004976,100.00%
004977,100.00%
004978,0.00%
004979,100.00%
004980,0.00%
004981,0.00%
004982,0.00%
004983,100.00%
004984,0.00%
004985,0.00%
004986,0.00%
004987,0.00%
004988,0.00%
004989,0.00%
004990,100.00%
004991,0.00%
004992,50.00%
004993,0.00%
004994,0.00%
004995,0.00%
004996,0.00%
004997,0.00%
004998,0.00%
004999,100.00%
005000,100.00%
005001,0.00%
005002,100.00%
005003,50.00%
005004,0.00%
005005,100.00%
005006,0.00%
005007,100.00%
005008,0.00%
005009,100.00%
005010,0.00%
005011,0.00%
005012,0.00%
005013,0.00%
005014,100.00%
005015,0.00%
005016,100.00%
005017,0.00%
005018,0.00%
005019,100.00%
005020,0.00%
005021,0.00%
005022,0.00%
005023,100.00%
005024,100.00%
005025,100.00%
005026,100.00%
005027,95.24%
005028,0.00%
005029,0.00%
005030,50.00%
005031,0.00%
005032,50.00%
005033,100.00%
005034,0.00%
005035,100.00%
005036,0.00%
005037,66.67%
005038,0.00%
005039,0.00%
005040,100.00%
005041,0.00%
005042,0.00%
005043,0.00%
005044,0.00%
005045,0.00%
005046,0.00%
005047,0.00%
005048,0.00%
005049,0.00%
005050,0.00%
005051,0.00%
005052,0.00%
005053,100.00%
005054,0.00%
005055,0.00%
005056,33.33%
005057,0.00%
005058,0.00%
005059,0.00%
005060,100.00%
005061,0.00%
005062,0.00%
005063,0.00%
005064,0.00%
005065,100.00%
005066,0.00%
005067,100.00%
005068,0.00%
005069,0.00%
005070,0.00%
005071,0.00%
005072,100.00%
005073,0.00%
005074,100.00%
005075,0.00%
005076,50.00%
005077,100.00%
005078,100.00%
005079,0.00%
005080,33.33%
005081,0.00%
005082,100.00%
005083,0.00%
005084,100.00%
005085,0.00%
005086,0.00%
005087,0.00%
005088,50.00%
005089,0.00%
005090,100.00%
005091,0.00%
005092,0.00%
005093,0.00%
005094,0.00%
005095,100.00%
005096,0.00%
005097,100.00%
005098,100.00%
005099,0.00%
005100,0.00%
005101,0.00%
005102,100.00%
005103,0.00%
005104,0.00%
005105,0.00%
005106,0.00%
005107,0.00%
005108,100.00%
005109,0.00%
005110,92.59%
005111,100.00%
005112,0.00%
005113,0.00%
005114,0.00%
005115,100.00%
005116,0.00%
005117,0.00%
005118,0.00%
005119,0.00%
005120,0.00%
005121,0.00%
005122,100.00%
005123,50.00%
005124,0.00%
005125,0.00%
005126,0.00%
005127,100.00%
005128,50.00%
005129,0.00%
005130,0.00%
005131,100.00%
005132,0.00%
005133,100.00%
005134,100.00%
005135,100.00%
005136,100.00%
005137,0.00%
005138,100.00%
005139,0.00%
005140,0.00%
005141,0.00%
005142,0.00%
005143,0.00%
005144,0.00%
005145,0.00%
005146,100.00%
005147,0.00%
005148,100.00%
005149,0.00%
005150,100.00%
005151,0.00%
005152,100.00%
005153,0.00%
005154,100.00%
005155,100.00%
005156,0.00%
005157,100.00%
005158,0.00%
005159,0.00%
005160,0.00%
005161,0.00%
005162,0.00%
005163,0.00%
005164,0.00%
005165,0.00%
005166,0.00%
005167,0.00%
005168,100.00%
005169,100.00%
005170,100.00%
005171,0.00%
005172,0.00%
005173,0.00%
005174,50.00%
005175,0.00%
005176,0.00%
005177,0.00%
005178,0.00%
005179,0.00%
005180,0.00%
005181,100.00%
005182,0.00%
005183,33.33%
005184,50.00%
005185,0.00%
005186,0.00%
005187,100.00%
005188,0.00%
005189,0.00%
005190,0.00%
005191,0.00%
005192,0.00%
005193,0.00%
005194,100.00%
005195,100.00%
005196,100.00%
005197,0.00%
005198,0.00%
005199,100.00%
005200,100.00%
005201,0.00%
005202,100.00%
005203,100.00%
005204,0.00%
005205,71.43%
005206,50.00%
005207,0.00%
005208,100.00%
005209,0.00%
005210,0.00%
005211,0.00%
005212,100.00%
005213,0.00%
005214,100.00%
005215,100.00%
005216,100.00%
005217,0.00%
